layer,topic-id,topic-code,topic-name,lesson-path,source-path
51,337,CAB.2.1.2,The Instantaneous Rate of Change of a Function at a Point,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Lessons/2.1.2. The Instantaneous Rate of Change of a Function at a Point.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Source/2.1.2. The Instantaneous Rate of Change of a Function at a Point
52,812,CAB.2.1.3,Defining the Derivative Using Derivative Notation,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Lessons/2.1.3. Defining the Derivative Using Derivative Notation.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Source/2.1.3. Defining the Derivative Using Derivative Notation
65,1691,CAB.2.1.4,Continuity and Differentiability of Functions,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Lessons/2.1.4. Continuity and Differentiability of Functions.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Source/2.1.4. Continuity and Differentiability of Functions
53,35,CAB.2.1.5,The Power Rule for Differentiation,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Lessons/2.1.5. The Power Rule for Differentiation.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Source/2.1.5. The Power Rule for Differentiation
54,278,CAB.2.1.6,The Sum and Constant Multiple Rules for Differentiation,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Lessons/2.1.6. The Sum and Constant Multiple Rules for Differentiation.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Source/2.1.6. The Sum and Constant Multiple Rules for Differentiation
55,332,CAB.2.1.7,Calculating the Slope of a Tangent Line Using Differentiation,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Lessons/2.1.7. Calculating the Slope of a Tangent Line Using Differentiation.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Source/2.1.7. Calculating the Slope of a Tangent Line Using Differentiation
56,986,CAB.2.1.8,Calculating the Equation of a Tangent Line Using Differentiation,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Lessons/2.1.8. Calculating the Equation of a Tangent Line Using Differentiation.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Source/2.1.8. Calculating the Equation of a Tangent Line Using Differentiation
57,987,CAB.2.1.9,Calculating the Equation of a Normal Line Using Differentiation,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Lessons/2.1.9. Calculating the Equation of a Normal Line Using Differentiation.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.1. Introduction to Differentiation/Source/2.1.9. Calculating the Equation of a Normal Line Using Differentiation
56,1114,CAB.2.2.1,Differentiating Exponential Functions,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.1. Differentiating Exponential Functions.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.1. Differentiating Exponential Functions
57,1116,CAB.2.2.2,Differentiating Logarithmic Functions,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.2. Differentiating Logarithmic Functions.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.2. Differentiating Logarithmic Functions
57,280,CAB.2.2.3,Differentiating Trigonometric Functions,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.3. Differentiating Trigonometric Functions.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.3. Differentiating Trigonometric Functions
61,281,CAB.2.2.4,Second and Higher-Order Derivatives,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.4. Second and Higher-Order Derivatives.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.4. Second and Higher-Order Derivatives
58,1109,CAB.2.2.5,The Product Rule for Differentiation,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.5. The Product Rule for Differentiation.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.5. The Product Rule for Differentiation
59,1110,CAB.2.2.6,The Quotient Rule for Differentiation,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.6. The Quotient Rule for Differentiation.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.6. The Quotient Rule for Differentiation
60,1686,CAB.2.2.7,Differentiating Reciprocal Trigonometric Functions,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.7. Differentiating Reciprocal Trigonometric Functions.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.7. Differentiating Reciprocal Trigonometric Functions
61,1249,CAB.2.2.8,Calculating Derivatives From Data and Tables,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.8. Calculating Derivatives From Data and Tables.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.8. Calculating Derivatives From Data and Tables
62,1117,CAB.2.2.9,Calculating Derivatives From Graphs,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.9. Calculating Derivatives From Graphs.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.9. Calculating Derivatives From Graphs
63,637,CAB.2.2.10,Recognizing Derivatives in Limits,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Lessons/2.2.10. Recognizing Derivatives in Limits.md,vault/MA/Single-Variable-Calculus/CAB/2. Differentiation- Definition and Fundamental Properties/2.2. Derivatives of Functions and the Rules of Differentiation/Source/2.2.10. Recognizing Derivatives in Limits
60,1108,CAB.3.1.1,The Chain Rule for Differentiation,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Lessons/3.1.1. The Chain Rule for Differentiation.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Source/3.1.1. The Chain Rule for Differentiation"
61,1007,CAB.3.1.2,The Chain Rule With Exponential Functions,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Lessons/3.1.2. The Chain Rule With Exponential Functions.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Source/3.1.2. The Chain Rule With Exponential Functions"
61,1036,CAB.3.1.3,The Chain Rule With Logarithmic Functions,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Lessons/3.1.3. The Chain Rule With Logarithmic Functions.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Source/3.1.3. The Chain Rule With Logarithmic Functions"
61,305,CAB.3.1.4,The Chain Rule With Trigonometric Functions,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Lessons/3.1.4. The Chain Rule With Trigonometric Functions.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Source/3.1.4. The Chain Rule With Trigonometric Functions"
62,1282,CAB.3.1.5,Calculating Derivatives From Data Using the Chain Rule,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Lessons/3.1.5. Calculating Derivatives From Data Using the Chain Rule.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Source/3.1.5. Calculating Derivatives From Data Using the Chain Rule"
63,4057,CAB.3.1.6,Calculating Derivatives From Graphs Using the Chain Rule,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Lessons/3.1.6. Calculating Derivatives From Graphs Using the Chain Rule.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Source/3.1.6. Calculating Derivatives From Graphs Using the Chain Rule"
62,1115,CAB.3.1.7,Selecting Procedures for Calculating Derivatives,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Lessons/3.1.7. Selecting Procedures for Calculating Derivatives.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.1. Differentiating Composite Functions/Source/3.1.7. Selecting Procedures for Calculating Derivatives"
63,57,CAB.3.2.1,Implicit Differentiation,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Lessons/3.2.1. Implicit Differentiation.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Source/3.2.1. Implicit Differentiation"
57,1784,CAB.3.2.2,Calculating dy/dx Using dx/dy,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Lessons/3.2.2. Calculating dy-dx Using dx-dy.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Source/3.2.2. Calculating dy-dx Using dx-dy"
62,1785,CAB.3.2.3,Differentiating Inverse Functions,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Lessons/3.2.3. Differentiating Inverse Functions.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Source/3.2.3. Differentiating Inverse Functions"
63,291,CAB.3.2.4,Differentiating an Inverse Function at a Point,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Lessons/3.2.4. Differentiating an Inverse Function at a Point.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Source/3.2.4. Differentiating an Inverse Function at a Point"
64,303,CAB.3.2.5,Differentiating Inverse Trigonometric Functions,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Lessons/3.2.5. Differentiating Inverse Trigonometric Functions.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Source/3.2.5. Differentiating Inverse Trigonometric Functions"
65,1721,CAB.3.2.6,Differentiating Inverse Reciprocal Trigonometric Functions,"vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Lessons/3.2.6. Differentiating Inverse Reciprocal Trigonometric Functions.md","vault/MA/Single-Variable-Calculus/CAB/3. Differentiation- Composite, Implicit, and Inverse Functions/3.2. Differentiating Implicit and Inverse Functions/Source/3.2.6. Differentiating Inverse Reciprocal Trigonometric Functions"
53,296,CAB.4.1.1,Interpreting the Meaning of the Derivative in Context,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.1. Contextual Applications of Differentiation/Lessons/4.1.1. Interpreting the Meaning of the Derivative in Context.md,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.1. Contextual Applications of Differentiation/Source/4.1.1. Interpreting the Meaning of the Derivative in Context
63,620,CAB.4.1.2,Rates of Change in Applied Contexts,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.1. Contextual Applications of Differentiation/Lessons/4.1.2. Rates of Change in Applied Contexts.md,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.1. Contextual Applications of Differentiation/Source/4.1.2. Rates of Change in Applied Contexts
54,992,CAB.4.2.1,Estimating Derivatives Using a Forward Difference Quotient,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.2. Estimating Derivatives/Lessons/4.2.1. Estimating Derivatives Using a Forward Difference Quotient.md,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.2. Estimating Derivatives/Source/4.2.1. Estimating Derivatives Using a Forward Difference Quotient
54,993,CAB.4.2.2,Estimating Derivatives Using a Backward Difference Quotient,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.2. Estimating Derivatives/Lessons/4.2.2. Estimating Derivatives Using a Backward Difference Quotient.md,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.2. Estimating Derivatives/Source/4.2.2. Estimating Derivatives Using a Backward Difference Quotient
55,640,CAB.4.2.3,Estimating Derivatives Using a Central Difference Quotient,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.2. Estimating Derivatives/Lessons/4.2.3. Estimating Derivatives Using a Central Difference Quotient.md,vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.2. Estimating Derivatives/Source/4.2.3. Estimating Derivatives Using a Central Difference Quotient
63,284,CAB.4.3.1,Calculating Velocity for Straight-Line Motion Using Differentiation,"vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.3. Displacement, Velocity, and Acceleration/Lessons/4.3.1. Calculating Velocity for Straight-Line Motion Using Differentiation.md","vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.3. Displacement, Velocity, and Acceleration/Source/4.3.1. Calculating Velocity for Straight-Line Motion Using Differentiation"
65,3581,CAB.4.3.2,Determining Characteristics of Moving Objects Using Differentiation,"vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.3. Displacement, Velocity, and Acceleration/Lessons/4.3.2. Determining Characteristics of Moving Objects Using Differentiation.md","vault/MA/Single-Variable-Calculus/CAB/4. Contextual Applications of Differentiation/4.3. Displacement, Velocity, and Acceleration/Source/4.3.2. Determining Characteristics of Moving Objects Using Differentiation"
